Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits
Moderate_Risk:Martingale,110,46.1,1070.093,-1048,-34.933,25859.651
Moderate_Risk:Martingale,111,46.633,1168.24,-423,-14.1,32709.334
Moderate_Risk:Martingale,112,55.833,1261.661,-190,-6.333,28096.92
Moderate_Risk:Martingale,113,45.933,1157.099,-1992,-66.4,9506.386
Moderate_Risk:Martingale,114,53.733,1386.409,1309,43.633,52528.999
Moderate_Risk:Martingale,115,44.6,804.179,-1772,-59.067,15934.34
Moderate_Risk:Martingale,116,51.333,1345.264,-108,-3.6,33611.49
Moderate_Risk:Martingale,117,43.5,1058.672,-1748,-58.267,16796.271
Moderate_Risk:Martingale,118,45.867,907.223,-2211,-73.7,10081.734
Moderate_Risk:Martingale,119,42.533,1087.982,-423,-14.1,42228.783
Moderate_Risk:Martingale,120,51.733,1079.444,-1229,-40.967,20125.068
Moderate_Risk:Martingale,121,53.833,1228.282,-445,-14.833,25926.006
Moderate_Risk:Martingale,122,51.933,1306.685,266,8.867,34473.982
Moderate_Risk:Martingale,123,55.533,1558.257,267,8.9,35677.197
Moderate_Risk:Martingale,124,43.833,1073.04,-990,-33.0,30665.655
Moderate_Risk:Martingale,125,58.067,1402.685,876,29.2,40206.579
Moderate_Risk:Martingale,126,34.067,796.961,-1586,-52.867,21364.602
Moderate_Risk:Martingale,127,46.4,1123.834,-632,-21.067,26303.444
Moderate_Risk:Martingale,128,43.867,1135.499,-924,-30.8,34140.579
Moderate_Risk:Martingale,129,44.067,1072.34,-1174,-39.133,40509.913
Moderate_Risk:Martingale,130,52.833,1340.144,526,17.533,43412.74
Moderate_Risk:Martingale,131,41.6,1072.524,-921,-30.7,30332.976
Moderate_Risk:Martingale,132,41.167,919.592,-1570,-52.333,21190.023
Moderate_Risk:Martingale,133,51.0,1134.138,-376,-12.533,33013.568
Moderate_Risk:Martingale,134,40.633,894.585,-1885,-62.833,9465.454
Moderate_Risk:Martingale,135,38.9,972.507,-1759,-58.633,15996.723
Moderate_Risk:Martingale,136,41.667,957.402,-1125,-37.5,20844.879
Moderate_Risk:Martingale,137,64.767,1342.116,1531,51.033,42940.792
Moderate_Risk:Martingale,138,32.567,616.53,-2206,-73.533,10149.361
Moderate_Risk:Martingale,139,53.333,1203.954,-982,-32.733,23762.823
Moderate_Risk:Martingale,140,46.533,1154.464,-584,-19.467,34281.706
Moderate_Risk:Martingale,141,33.367,798.93,-2259,-75.3,9140.769
Moderate_Risk:Martingale,142,50.567,1132.185,-584,-19.467,27927.982
Moderate_Risk:Martingale,143,48.633,1436.723,25,0.833,38394.282
Moderate_Risk:Martingale,144,41.367,1202.585,-1297,-43.233,19507.22
Moderate_Risk:Martingale,145,43.1,806.921,-1741,-58.033,15102.309
Moderate_Risk:Martingale,146,57.7,1351.459,923,30.767,42223.495
Moderate_Risk:Martingale,147,42.8,1040.717,-1786,-59.533,15564.12
Moderate_Risk:Martingale,148,45.333,1373.609,-459,-15.3,25095.872
Moderate_Risk:Martingale,149,46.667,1025.402,-1195,-39.833,19901.592
Moderate_Risk:Martingale,150,36.0,818.552,-1814,-60.467,14598.74
